изграждане	1
складов	3
полза	1
проверя	2
публикувам	2
богат	3
наредба	1
студен	3
съзнание	1
израз	1
изпитване	1
герой	1
събирам	2
потребител	1
раздел	1
прехвърляне	1
обява	1
служа	2
напиша	2
пазя	1
преговор	1
екип	1
ученик	1
развивам	2
интересен	3
транспорт	1
ухо	1
искане	1
сравнение	1
активен	3
ръководител	1
секретар	1
изпитвам	2
скорост	1
оказвам	2
регионален	3
донеса	2
излижа	2
програмен	3
съоръжение	1
образ	1
безопасност	1
достъп	1
осигуря	2
десен	3
администрация	1
сваля	2
липсвам	2
обикновен	3
запитам	2
продължение	1
допускам	2
печалба	1
инструмент	1
роман	1
предизвикам	2
постоянен	3
касационен	3
заболяване	1
решавам	2
технология	1
спедиционен	3
господ	1
чист	3
сън	1
завършвам	2
римски	3
грешка	1
теория	1
успявам	2
опасен	3
учен	1
съмнение	1
неизвестен	3
двигател	1
младеж	1
ширина	1
фигура	1
госпожа	1
остър	3
умирам	2
птица	1
обявя	2
специалист	1
временен	3
експерт	1
губя	2
болен	3
обстоятелство	1
родител	1
фактор	1
немски	3
температура	1
стол	1
интелектуален	3
прибера	2
гарантирам	2
бърз	3
заплата	1
картина	1
коса	1
двор	1
тайна	1
ум	1
стил	1
сцена	1
реформа	1
дължа	1
звук	1
публичен	3
господар	1
обръщам	2
срещам	2
конкурс	1
дължина	1
определяне	1
магазин	1
германски	3
играч	1
убедя	2
съдба	1
писател	1
вик	1
разделя	2
пол	1
образувам	2
спомня	2
крия	2
намаля	2
такса	1
боен	3
провинция	1
инвестиционен	3
предприема	2
разглеждам	2
спася	2
нос	1
император	1
измъкна	2
наем	1
продукция	1
градина	1
скъп	3
приход	1
детски	3
застана	2
данъчен	3
вълна	1
прочета	2
вариант	1
македонски	3
увелича	2
приближа	2
повод	1
офицер	1
таблица	1
изток	1
здраве	1
осигурявам	2
управителен	3
превръщам	2
удоволствие	1
отправя	2
подготовка	1
телевизия	1
заседание	1
продавам	2
скала	1
интернет	1
ранен	3
заведа	2
сдружение	1
запад	1
предвиждам	2
докажа	2
селскостопански	3
одобря	2
секунда	1
превод	1
законодателство	1
откривам	2
хотелиерски	3
мир	1
природа	1
разказвам	2
офис	1
извършване	1
разстояние	1
присъствие	1
кратък	3
помещение	1
обяснявам	2
осъществявам	2
радвам	2
построя	2
коментирам	2
схема	1
началник	1
британски	3
дама	1
свържа	2
определение	1
полицай	1
театър	1
тръгвам	2
днешен	3
бой	1
съглася	2
същество	1
достигам	2
връв	1
усет	1
особен	3
счетоводен	3
ъгъл	1
разтвор	1
работник	1
мил	3
помагам	2
характеристика	1
избягам	2
разреша	2
зъб	1
заведение	1
сянка	1
контролирам	2
клиничен	3
консултантски	3
съветски	3
реален	3
спечеля	2
познат	1
протокол	1
бюро	1
приемам	2
допълнение	1
банков	3
повърхност	1
плащане	1
езеро	1
марка	1
слаб	3
издание	1
ход	1
преминавам	2
опаковка	1
равен	3
съхранявам	2
отпусна	2
статия	1
специфичен	3
завися	2
женски	3
крачка	1
спирам	2
оператор	1
явя	2
кредит	1
кол	1
минимален	3
вино	1
копие	1
актив	1
необходимост	1
пътуване	1
етап	1
ресурс	1
върховен	3
тел	1
повярвам	2
ида	2
италиански	3
здравен	3
пътник	1
риба	1
шум	1
способност	1
зависимост	1
появявам	2
сегашен	3
доход	1
партньор	1
промишлен	3
актьор	1
помня	2
прокурор	1
прост	3
дълбок	3
клетка	1
хранителен	3
разположение	1
изглеждам	2
лято	1
смея	2
мъжки	3
курс	1
потвърдя	2
интересувам	2
усещам	2
заден	3
гласувам	2
ползвам	2
подпиша	2
спортен	3
манастир	1
изпращам	2
произведение	1
търг	3
възрастен	3
пътувам	2
обем	1
число	1
вземане	1
балкански	3
скрия	2
изделие	1
избирам	2
отдел	1
природен	3
лъжа	2
радост	1
стратегия	1
компетентен	3
издам	2
споделя	2
страхувам	2
болница	1
отделя	2
обещая	2
журналист	1
здрав	3
селски	3
нар	1
затворен	3
съжалявам	2
продам	2
ценен	3
критерий	1
приключа	2
пазарен	3
прекъсна	2
враг	1
изградя	2
парче	1
молба	1
посещение	1
конфликт	1
изглед	1
преден	3
отворя	2
наредя	2
парк	1
парламентарен	3
лиценз	1
одобрение	1
мисия	1
правен	3
верига	1
изненада	1
професор	1
традиция	1
плод	1
купа	1
сигнал	1
освобождаване	1
свързвам	2
политика	1
обвинение	1
появя	2
предпочитам	2
търсене	1
воля	1
максимален	3
съобщавам	2
декларация	1
раждане	1
празен	3
нормален	3
кампания	1
намаляване	1
наведа	2
първенство	1
техник	1
издаден	3
древен	3
прекарам	2
получаване	1
провеждане	1
музикален	3
отбрана	1
твърдя	2
студент	1
спор	1
единица	1
подкрепя	2
принудя	2
слава	1
коридор	1
литературен	3
канал	1
наблюдение	1
значителен	3
музей	1
отказвам	2
нежелан	3
справя	2
щастлив	3
земеделски	3
бъдещ	3
паметник	1
свет	1
покрия	2
кръст	1
осигуряване	1
етаж	1
енергиен	3
становище	1
шанс	1
фон	1
предаване	1
скоча	2
разговарям	2
клон	1
върша	2
обяснение	1
туризъм	1
север	1
оборудване	1
почувствам	2
равнище	1
противен	3
естествен	3
атака	1
помоля	2
месо	1
вход	1
наличие	1
въведа	2
отнасям	2
поток	1
контакт	1
ремонт	1
регистрация	1
турчин	1
дядо	1
воден	3
заглавие	1
проба	1
радио	1
вина	1
агент	1
тегло	1
столичен	3
гориво	1
реклама	1
попадна	2
варненски	3
джоб	1
инвеститор	1
растение	1
командир	1
турнир	1
присъствам	2
настъпя	2
пека	2
посочвам	2
граф	1
кача	2
лагер	1
свия	2
достатъчен	3
напрежение	1
щастие	1
подготвя	2
дребен	3
жълт	3
финансиране	1
слънчев	3
кафе	1
преглед	1
знание	1
признавам	2
сълза	1
загубя	2
издаване	1
впечатление	1
ангел	1
комплекс	1
купя	2
стопанство	1
километър	1
компютър	1
товар	1
спомена	2
строг	3
назнача	2
празник	1
храм	1
брак	1
положителен	3
титла	1
районен	3
див	3
настоявам	2
боря	2
кухня	1
експлоатация	1
звуча	2
генерален	3
дирекция	1
внеса	2
юг	1
отнема	2
влизане	1
спорт	1
външнотърговски	3
предоставяне	1
баба	1
механизъм	1
задължителен	3
водещ	3
дъно	1
треньор	1
непознат	3
нуждая	2
принадлежа	2
приложа	2
смях	1
футболист	1
загина	2
електрически	3
спека	2
шампион	1
цигара	1
борд	1
кутия	1
доверие	1
въоръжен	3
въвеждане	1
приготвя	2
прехвърля	2
откриване	1
блок	1
въртя	2
намалявам	2
ужас	1
обратен	3
османски	3
понятие	1
повтарям	2
памет	1
специализирам	2
събудя	2
футболен	3
стъкло	1
пея	2
спомням	2
предстои	2
верен	3
кос	1
топъл	3
списание	1
лодка	1
книжа	1
тесен	3
пистолет	1
отхвърля	2
художник	1
дървен	3
разен	3
прокуратура	1
домашен	3
сфера	1
длъжност	1
проява	1
разкрия	2
импресарски	3
течение	1
учебен	3
полицейски	3
дъх	1
замина	2
възстановяване	1
документация	1
предавам	2
гняв	1
очакване	1
планирам	2
плащам	2
отговоря	2
любим	3
допусна	2
честота	1
жилище	1
беден	3
нож	1
приватизация	1
призовавам	2
доволен	3
кръвен	3
телефонен	3
покрив	1
покана	1
оперативен	3
заявление	1
религия	1
полет	1
замисля	2
масло	1
поклатя	2
представяне	1
обявявам	2
прошепна	2
летище	1
съединен	3
кула	1
мост	1
разследване	1
епоха	1
стисна	2
произвеждам	2
измина	2
облечен	3
въздушен	3
точен	3
наставка	1
устав	1
увеличение	1
труп	1
чувал	1
министерски	3
тест	1
увеличавам	2
религиозен	3
сведение	1
поръчка	1
доставка	1
тънък	3
изследвам	2
ужасен	3
привлека	2
характерен	3
апартамент	1
коалиция	1
асоциация	1
засягам	2
сив	3
водач	1
позная	2
персонал	1
мозък	1
придобия	2
еднакъв	3
заплаха	1
стопански	3
подробност	1
спокоен	3
проявявам	2
художествен	3
дъжд	1
испански	3
съществен	3
коляно	1
старец	1
разчитам	2
съседен	3
праг	1
двоен	3
пристанище	1
княз	1
въздействие	1
потърся	2
другар	1
тенденция	1
концентрация	1
трудов	3
взимам	2
таблетка	1
невероятен	3
поколение	1
пловдивски	3
изразя	2
шапка	1
съгласие	1
надпис	1
уверя	2
киселина	1
съществуване	1
свидетел	1
произведа	2
писмен	3
предупредя	2
версия	1
махна	2
противник	1
арестувам	2
богатство	1
изразявам	2
длъжен	3
приказка	1
независим	3
ръст	1
отворен	3
съжаление	1
вяра	1
престана	2
лизинг	1
отбелязвам	2
баня	1
портал	1
крепост	1
лекувам	2
дупка	1
творба	1
изпит	1
налягане	1
ограничение	1
мотив	1
намеса	1
дебел	3
настроение	1
съставен	3
смяна	1
куп	1
мандат	1
модерен	3
професия	1
осъществяване	1
апарат	1
изготвя	2
чело	1
въздъхна	2
ключ	1
труден	3
промишленост	1
планета	1
телевизионен	3
комбинация	1
разказ	1
ответник	1
печат	1
статистик	1
присъда	1
изгубя	2
прекрасен	3
убиец	1
далечен	3
взаимен	3
традиционен	3
глупав	3
отразявам	2
къс	3
пряк	3
разгледам	2
изход	1
ядрен	3
подавам	2
кралица	1
въстание	1
страшен	3
посетя	2
запис	1
паричен	3
викам	2
запозная	2
цвете	1
ресторантьорство	1
вечеря	1
обичаен	3
освобождавам	2
обслужване	1
подход	1
наказание	1
конституция	1
знаме	1
квартал	1
пушка	1
кредитен	3
академия	1
символ	1
соча	2
заговор	1
евентуален	3
измисля	2
превоз	1
пожелая	2
постъпя	2
конвенция	1
начален	3
колона	1
състезание	1
инициатива	1
земеделие	1
режисьор	1
препоръчвам	2
обвиня	2
мляко	1
засегна	2
раста	2
съпруга	1
серия	1
гаранция	1
местност	1
разпределение	1
обработка	1
земен	3
облак	1
редовен	3
проектиране	1
носител	1
татко	1
дивизия	1
предизвиквам	2
дворец	1
напускам	2
хотелиерство	1
статут	1
полезен	3
спусна	2
посрещна	2
напомня	2
повтор	1
изложа	2
стадион	1
мъка	1
полковник	1
успокоя	2
платя	2
членство	1
отчитам	2
информирам	2
предназнача	2
запиша	2
обединен	3
фаза	1
осъществя	2
революционен	3
скандал	1
засмея	2
завод	1
бутилка	1
часовник	1
едър	3
усещане	1
оттегля	2
действителност	1
публика	1
повдигна	2
финанси	1
приятен	3
производствен	3
кост	1
стълба	1
свети	2
духовен	3
пета	1
хляб	1
долина	1
купувам	2
племе	1
тих	3
независимост	1
притисна	2
нощен	3
присъединяване	1
таен	3
ръководя	2
каменен	3
тълпа	1
океан	1
присъединя	2
хълм	1
докосна	2
умение	1
етнически	3
библиотека	1
мрак	1
реч	1
станция	1
замък	1
свиквам	2
възнаграждение	1
скрит	3
натиск	1
увеличаване	1
слово	1
отнеса	2
сертификат	1
резерв	1
метал	1
страдам	2
цитирам	2
корупция	1
конференция	1
организъм	1
мъча	2
сложен	3
чудо	1
контролен	3
охрана	1
лига	1
сняг	1
представям	2
гърло	1
душ	1
възприема	2
компютърен	3
въпросен	3
вдигам	2
тежест	1
ценност	1
бургаски	3
опреда	2
издигам	2
шофьор	1
нападение	1
футбол	1
явление	1
реализирам	2
обсъждам	2
дръпна	2
борса	1
рядък	3
железен	3
образец	1
захар	1
финал	1
пункт	1
лихва	1
формула	1
лъч	1
норма	1
свещеник	1
описвам	2
отварям	2
философия	1
злато	1
възкликна	2
унищожа	2
гроб	1
повишаване	1
девойка	1
протегна	2
вкус	1
мнозинство	1
пътен	3
индивидуален	3
имущество	1
класически	3
митнически	3
открит	3
същност	1
хан	1
припомня	2
алтернативен	3
войвода	1
заповядам	2
демокрация	1
излизам	2
съветник	1
запаля	2
масов	3
риза	1
цялостен	3
интервю	1
мълча	2
уред	1
преследвам	2
виновен	3
кралство	1
сух	3
подчертая	2
пътека	1
пристъп	1
жесток	3
пропусна	2
отменя	2
емисия	1
стрелям	2
стремя	2
разпространение	1
забелязвам	2
влак	1
признак	1
кино	1
трева	1
двойка	1
семеен	3
издържа	2
предварителен	3
поддържане	1
близост	1
архив	1
луд	3
полк	1
чудя	2
осъдя	2
обнародване	2
попадам	2
правилен	3
поет	1
съответствам	2
защитен	3
мек	3
издигна	2
пратя	2
единен	3
наследник	1
реализация	1
обувка	1
конкуренция	1
румънски	3
конгрес	1
ям	2
готвя	2
призова	2
рокля	1
тим	1
способен	3
нараствам	2
меч	1
преработка	1
планински	3
черта	1
подпис	1
пакет	1
концесия	1
понеса	2
легна	2
осъзная	2
екипаж	1
изрека	2
споменавам	2
заслужавам	2
лампа	1
консултация	1
повишен	3
пещера	1
название	1
лорд	1
растеж	1
почва	1
терен	1
термин	1
читател	1
каса	1
разпределя	2
активност	1
мълчание	1
лизингов	3
американец	1
преча	2
нормативен	3
лаборатория	1
посланик	1
мирен	3
алкохол	1
тишина	1
християнски	3
показател	1
практика	1
зима	1
вноска	1
длан	1
оправя	2
спазвам	2
пада	2
отличен	3
хранене	1
заключа	2
концерт	1
кодекс	1
материален	3
вероятност	1
хърватски	3
убивам	2
глупост	1
сменя	2
защитавам	2
слух	1
симптом	1
страст	1
областен	3
метален	3
сребърен	3
подлежа	2
орден	1
постигане	1
полски	3
разбиране	1
чичо	1
съдя	1
летен	3
животински	3
чужденец	1
успешен	3
почина	2
неприятен	3
горещ	3
изображение	1
изчакам	2
предходен	3
отговорен	3
потъна	2
младост	1
обсъдя	2
правосъдие	1
извод	1
квалификация	1
инцидент	1
отряд	1
пилот	1
горски	3
извършен	3
здравеопазване	1
служебен	3
заключение	1
пощенски	3
космически	3
установявам	2
лича	2
основавам	2
продължителен	3
възникна	2
въже	1
демократичен	3
ефективност	1
вися	2
слагам	2
камера	1
забележка	1
мощност	1
китайски	3
плача	2
компонент	1
бюджетен	3
автомобилен	3
отпадък	1
хартия	1
зрител	1
пролет	1
оценявам	2
кралски	3
опашка	1
изхвърля	2
приближавам	2
инфраструктура	1
министър-председател	1
география	1
харесам	2
гимназия	1
костюм	1
изработя	2
яйце	1
прекратя	2
ресторант	1
ток	1
луна	1
правилник	1
късмет	1
наруша	2
взаимодействие	1
нива	1
изпълнител	1
притежател	1
легенда	1
японски	3
холдинг	1
договарям	2
партиен	3
галерия	1
екран	1
красота	1
забера	2
майстор	1
десетилетие	1
многоброен	3
изключа	2
поканя	2
крило	1
изключителен	3
революция	1
семе	1
федерация	1
лента	1
твърдение	1
черен	3
македоно-одрински	3
заловя	2
опазване	1
обхващам	2
географски	3
ефективен	3
съхранение	1
целуна	2
надзор	1
извор	1
сетя	2
събиране	1
топка	1
растителен	3
огранича	2
преместя	2
опозиция	1
допълня	2
произнеса	2
избегна	2
изтичане	1
приятелка	1
щаб	1
първичен	3
баланс	1
повиша	2
инсулин	1
използувам	2
тека	2
възстановя	2
грък	1
преход	1
свойство	1
излъчвам	1
мрачен	3
селянин	1
реагирам	2
подземен	3
летя	2
измерване	1
роднина	1
стратегически	3
съмнявам	2
предимство	1
опиша	2
химически	3
вълк	1
положа	2
фестивал	1
държава-членка	1
особеност	1
оставям	2
страничен	3
свикна	2
пясък	1
записвам	2
увреждане	1
проверявам	2
изненадам	2
протест	1
славянски	3
следя	2
залив	1
загледам	2
отдаване	1
установяване	1
спазване	1
насилие	1
облекло	1
наказателен	3
оферта	1
коментар	1
различавам	2
избухна	2
глобален	3
бягам	2
сърбин	1
предупреждение	1
незаконен	3
сериал	1
жилищен	3
мощен	3
нация	1
куршум	1
забрава	1
почивка	1
капацитет	1
алинея	1
родина	1
концесионен	3
изражение	1
царство	1
пристигам	2
обхват	1
ракета	1
самостоятелен	3
бебе	1
школа	1
подложа	2
прибавя	2
извиня	2
счупя	2
мечта	1
досегашен	3
огледало	1
формирам	2
есен	1
ловец	1
маркетинг	1
прекратяване	1
обхвана	2
физик	1
популярен	3
участък	1
уточня	2
узная	2
ползване	1
напълня	2
разкривам	2
слуга	1
подозирам	2
кожен	3
мениджър	1
критик	1
плащ	1
свиря	2
тревога	1
затворя	2
владетел	1
пита	1
познание	1
напитка	1
агентство	1
съсед	1
връщане	1
домакин	1
площад	1
вечен	3
корен	1
автоматичен	3
предпазен	3
изкуствен	3
олимпийски	3
форум	1
таван	1
бар	1
творчество	1
бомба	1
раня	2
стъпало	1
защитя	2
ръб	1
склад	1
задавам	1
мразя	2
нежен	3
възнамерявам	2
изложба	1
месечен	3
подробен	3
омъжа	2
заспя	2
разум	1
суров	3
шия	2
посещавам	2
реалност	1
чувствувам	2
гъст	3
остатък	1
фронт	1
раждам	2
уведомя	2
катастрофа	1
деец	1
следствие	1
побързам	2
поредица	1
частица	1
комуникация	1
гласуване	1
чуден	3
подобряване	1
посредник	1
направление	1
фамилия	1
буза	1
упълномощя	2
завъртя	2
бъбречен	3
доказвам	2
тръба	1
сценарий	1
задам	2
оцелея	2
преценя	2
придобиване	1
рицар	1
съставя	2
мръсен	3
статистически	3
корпус	1
последица	1
котка	1
морален	3
забравям	2
смъртен	3
валута	1
внимавам	2
поговоря	2
салон	1
заявявам	2
мобилен	3
медицина	1
уникален	3
организиране	1
развия	2
инфекция	1
оценя	2
оригинален	3
стандартен	3
пострадам	2
буря	1
пожар	1
нападна	2
лицензионен	3
отведа	2
централа	1
белег	1
умен	3
монета	1
причиня	2
разширя	2
шоу	1
отец	1
прогноза	1
изявление	1
шосе	1
наличен	3
приложим	3
звено	1
престъпност	1
изтичам	2
оставка	1
мъгла	1
премествам	2
ангажимент	1
индивид	1
заложа	2
отразя	2
наследство	1
внасям	2
разработя	2
место	1
консул	1
поезия	1
усетя	2
запазвам	2
моряк	1
специалност	1
арабски	3
разширяване	1
корем	1
препарат	1
привличам	2
евреин	1
купувач	1
сключа	2
страхотен	3
придружа	2
изтегля	2
обещавам	2
извърна	2
озова	2
застрахователен	3
конструкция	1
валутен	3
спокойствие	1
приоритет	1
вкарам	2
гара	1
значим	3
дипломатически	3
пламък	1
запас	1
византийски	3
биологичен	3
покупко-продажба	1
кворум	1
вежда	1
албански	3
медал	1
подпомагане	1
пръстен	1
експерт-счетоводител	1
стремеж	1
вземам	2
строя	2
поддръжка	1
бизнесмен	1
пера	2
спад	1
стих	1
изречение	1
препоръка	1
усмихвам	2
революционер	1
платно	1
възниквам	2
социалистически	3
колело	1
полагам	2
разрешителен	3
доставчик	1
стълб	1
победител	1
бира	1
православен	3
обещание	1
бързам	2
граничен	3
сляза	2
тревожа	2
благороден	3
дизайн	1
принос	1
инженер	1
доставя	2
защитник	1
сърдечен	3
